PaperID,date
9502322,2/16/1995
9502323,2/16/1995
9502324,2/16/1995
9502325,2/16/1995
9502326,2/16/1995
9502327,2/16/1995
9502328,2/16/1995
9502329,2/16/1995
9502330,2/16/1995
9502331,2/16/1995
9502332,2/16/1995
9502333,2/16/1995
9502334,2/16/1995
9502335,2/17/1995
9502336,2/17/1995
9502337,2/17/1995
9502338,2/17/1995
9502339,2/17/1995
9502340,2/17/1995
9502341,2/17/1995
9502342,2/17/1995
9502343,2/17/1995
9502344,2/17/1995
9502345,2/18/1995
9502346,2/20/1995
9502347,2/20/1995
9502348,2/20/1995
9502349,2/20/1995
9502350,2/20/1995
9502351,2/20/1995
9502352,2/20/1995
9502353,2/20/1995
9502354,2/20/1995
9502355,2/20/1995
9502356,2/20/1995
9502357,2/21/1995
9502358,2/21/1995
9502359,2/21/1995
9502360,2/21/1995
9502361,2/21/1995
9502362,2/22/1995
9502363,2/22/1995
9502364,2/22/1995
9502365,2/22/1995
9502366,2/22/1995
9502367,2/22/1995
9502368,2/22/1995
9502369,2/22/1995
9502370,2/22/1995
9502371,2/22/1995
9502372,2/22/1995
9502373,2/22/1995
9502374,2/23/1995
9502375,2/23/1995
9502376,2/23/1995
9502377,2/23/1995
9502378,2/23/1995
9502379,2/23/1995
9502380,2/23/1995
9502381,2/24/1995
9502382,2/24/1995
9502383,2/24/1995
9502384,2/24/1995
9502385,2/24/1995
9502386,2/24/1995
9502387,2/24/1995
9502388,2/24/1995
9502389,2/26/1995
9502390,2/26/1995
9502391,2/27/1995
9502392,2/27/1995
9502393,2/27/1995
9502394,2/27/1995
9502395,2/27/1995
9502396,2/27/1995
9502397,2/27/1995
9502398,2/27/1995
9502399,2/27/1995
9502400,2/27/1995
9502401,2/27/1995
9502402,2/27/1995
9502403,2/27/1995
9502404,2/28/1995
9502405,2/28/1995
9502406,2/28/1995
9502407,2/28/1995
9502408,2/28/1995
9502409,2/28/1995
9502410,2/28/1995
9502411,2/28/1995
9502412,2/28/1995
9502413,2/28/1995
9502414,2/28/1995
9502415,2/28/1995
9502416,2/28/1995
9502417,2/28/1995
9502418,3/1/1995
119502003,2/1/1995
119502010,2/2/1995
119502019,2/3/1995
119502052,2/9/1995
119502064,2/13/1995
119502080,2/16/1995
119502081,2/16/1995
119502004,2/1/1995
119502039,2/9/1995
119502052,2/13/1995
119502005,2/13/1995
119502007,2/15/1995
119502018,2/23/1995
119502025,2/3/1995
119502049,2/7/1995
119502069,2/12/1995
119502079,2/14/1995
119502080,2/14/1995
119502092,2/15/1995
119502125,2/20/1995
119502153,2/27/1995
119502156,2/28/1995
119502162,2/28/1995
119502003,2/2/1995
119502016,2/6/1995
119502021,2/7/1995
119502026,2/9/1995
119502029,2/10/1995
119502038,2/22/1995
119502044,2/26/1995
119502045,2/28/1995
9503201,3/1/1995
9503202,3/1/1995
9503203,3/1/1995
9503204,3/1/1995
9503205,3/1/1995
9503206,3/1/1995
9503207,3/1/1995
9503208,3/2/1995
9503209,3/1/1995
9503210,3/2/1995
9503211,3/2/1995
9503212,3/2/1995
9503213,3/2/1995
9503214,3/2/1995
9503215,3/2/1995
9503216,3/2/1995
9503217,3/2/1995
9503218,3/3/1995
9503219,3/3/1995
9503220,3/3/1995
9503221,3/5/1995
9503222,3/3/1995
9503223,3/3/1995
9503224,3/3/1995
9503225,3/3/1995
9503226,3/3/1995
9503227,3/3/1995
9503228,3/3/1995
9503229,3/3/1995
9503230,3/3/1995
9503231,3/3/1995
9503232,3/4/1995
9503233,3/4/1995
9503234,3/4/1995
9503235,3/4/1995
9503236,3/5/1995
9503237,3/6/1995
9503238,3/6/1995
9503239,3/6/1995
9503240,3/6/1995
9503241,3/6/1995
9503242,3/6/1995
9503243,3/6/1995
9503244,3/6/1995
9503245,3/6/1995
9503246,3/6/1995
9503247,3/6/1995
9503248,3/7/1995
9503249,3/7/1995
9503250,3/7/1995
9503251,3/7/1995
9503252,3/7/1995
9503253,3/7/1995
9503254,3/7/1995
9503255,3/7/1995
9503256,3/7/1995
9503257,3/7/1995
9503258,3/7/1995
9503259,3/7/1995
9503260,3/7/1995
9503261,3/7/1995
9503262,3/8/1995
9503263,3/8/1995
9503264,3/8/1995
9503265,3/8/1995
9503266,3/8/1995
9503267,3/8/1995
9503268,3/8/1995
9503269,3/8/1995
9503270,3/8/1995
9503271,3/8/1995
9503272,3/8/1995
9503273,3/8/1995
9503274,3/9/1995
9503275,3/9/1995
9503276,3/9/1995
9503277,3/9/1995
9503278,3/9/1995
9503279,3/9/1995
9503280,3/9/1995
9503281,3/9/1995
9503282,3/9/1995
9503283,3/9/1995
9503284,3/9/1995
9503285,3/9/1995
9503286,3/9/1995
9503287,3/9/1995
9503288,3/10/1995
9503289,3/10/1995
9503290,3/10/1995
9503291,3/10/1995
9503292,3/10/1995
9503293,3/10/1995
9503294,3/10/1995
9503295,3/10/1995
9503296,3/10/1995
9503297,3/10/1995
9503298,3/10/1995
9503299,3/10/1995
9503300,3/11/1995
9503301,3/11/1995
9503302,3/11/1995
9503303,3/11/1995
9503304,3/12/1995
9503305,3/12/1995
9503306,3/10/1995
9503307,3/13/1995
9503308,3/13/1995
9503309,3/13/1995
9503310,3/9/1995
9503311,3/13/1995
9503312,3/13/1995
9503313,3/13/1995
9503314,3/13/1995
9503315,3/13/1995
9503316,3/13/1995
9503317,3/13/1995
9503318,3/14/1995
9503319,3/14/1995
9503320,3/14/1995
9503321,3/14/1995
9503322,3/14/1995
9503323,3/14/1995
9503324,3/14/1995
9503325,3/14/1995
9503326,3/14/1995
9503327,3/14/1995
9503328,3/14/1995
9503329,3/14/1995
9503330,3/14/1995
9503331,3/14/1995
9503332,3/15/1995
9503333,3/15/1995
9503334,3/15/1995
9503335,3/15/1995
9503336,3/15/1995
9503337,3/15/1995
9503338,3/15/1995
9503339,3/15/1995
9503340,3/15/1995
9503341,3/15/1995
9503342,3/15/1995
9503343,3/15/1995
9503344,3/15/1995
9503345,3/15/1995
9503346,3/16/1995
9503347,3/16/1995
9503348,3/16/1995
9503349,3/16/1995
9503350,3/16/1995
9503351,3/16/1995
9503352,3/16/1995
9503353,3/16/1995
9503354,3/16/1995
9503355,3/16/1995
9503356,3/16/1995
9503357,3/16/1995
9503358,3/16/1995
9503359,3/16/1995
9503360,3/16/1995
9503361,3/17/1995
9503362,3/17/1995
9503363,3/18/1995
9503364,3/18/1995
9503365,3/18/1995
9503366,3/17/1995
9503367,3/17/1995
9503368,3/17/1995
9503369,3/17/1995
9503370,3/17/1995
9503371,3/17/1995
9503372,3/18/1995
9503373,3/17/1995
9503374,3/18/1995
9503375,3/18/1995
9503376,3/18/1995
9503377,3/18/1995
9503378,3/19/1995
9503379,3/19/1995
9503380,3/20/1995
9503381,3/20/1995
9503382,3/20/1995
9503383,3/20/1995
9503384,3/20/1995
9503385,3/20/1995
9503386,3/20/1995
9503387,3/20/1995
9503388,3/21/1995
9503389,3/20/1995
9503390,3/20/1995
9503391,3/20/1995
9503392,3/20/1995
9503393,3/20/1995
9503394,3/21/1995
9503395,3/20/1995
9503396,3/21/1995
9503397,3/21/1995
9503398,3/21/1995
9503399,3/21/1995
9503400,3/21/1995
9503401,3/21/1995
9503402,3/21/1995
9503403,3/22/1995
9503404,3/21/1995
9503405,3/21/1995
9503406,3/22/1995
9503407,3/22/1995
9503408,3/22/1995
9503409,3/22/1995
9503410,3/22/1995
9503411,3/22/1995
9503412,3/22/1995
9503413,3/22/1995
9503414,3/22/1995
9503415,3/22/1995
9503416,3/23/1995
9503417,3/23/1995
9503418,3/23/1995
9503419,3/23/1995
9503420,3/23/1995
9503421,3/23/1995
9503422,3/23/1995
9503423,3/23/1995
9503424,3/24/1995
9503425,3/26/1995
9503426,3/24/1995
9503427,3/24/1995
9503428,3/24/1995
9503429,3/23/1995
9503430,3/24/1995
9503431,3/24/1995
9503432,3/24/1995
9503433,3/24/1995
9503434,3/24/1995
9503435,3/25/1995
9503436,3/26/1995
9503437,3/26/1995
9503438,3/26/1995
9503439,3/27/1995
9503440,3/27/1995
9503441,3/27/1995
9503442,3/27/1995
9503443,3/27/1995
9503444,3/27/1995
9503445,3/27/1995
9503446,3/27/1995
9503447,3/27/1995
9503448,3/27/1995
9503449,3/27/1995
9503450,3/27/1995
9503451,3/27/1995
9503452,3/27/1995
9503453,3/27/1995
9503454,3/28/1995
9503455,3/28/1995
9503456,3/28/1995
9503457,3/28/1995
9503458,3/28/1995
9503459,3/29/1995
9503460,3/29/1995
9503461,3/29/1995
9503462,3/29/1995
9503463,3/30/1995
9503464,3/29/1995
9503465,3/29/1995
9503466,3/29/1995
9503467,3/29/1995
9503468,3/30/1995
9503469,3/30/1995
9503470,3/30/1995
9503471,3/30/1995
9503472,3/30/1995
9503473,3/30/1995
9503474,3/30/1995
9503475,3/30/1995
9503476,3/30/1995
9503477,3/30/1995
9503478,3/30/1995
9503479,3/30/1995
9503480,3/30/1995
9503481,3/31/1995
9503482,3/31/1995
9503483,3/31/1995
9503484,3/31/1995
9503485,3/31/1995
9503486,3/31/1995
9503487,3/31/1995
9503488,4/1/1995
9503489,3/31/1995
9503490,4/1/1995
9503491,4/1/1995
9503492,4/1/1995
9503493,4/1/1995
9503494,4/2/1995
9503495,4/3/1995
9503496,3/31/1995
119503017,3/3/1995
119503020,3/4/1995
119503047,3/10/1995
119503068,3/16/1995
119503068,3/13/1995
119503040,3/22/1995
119503047,3/26/1995
119503002,3/2/1995
119503003,3/3/1995
119503002,3/2/1995
119503017,3/15/1995
119503028,3/31/1995
119503029,3/5/1995
119503049,3/8/1995
119503055,3/8/1995
119503058,3/9/1995
119503059,3/10/1995
119503072,3/10/1995
119503097,3/14/1995
119503102,3/15/1995
119503113,3/17/1995
119503114,3/17/1995
119503123,3/20/1995
119503140,3/21/1995
119503162,3/24/1995
119503163,3/23/1995
119503179,3/26/1995
119503186,3/27/1995
119503189,3/28/1995
119503220,3/30/1995
119503003,3/4/1995
119503011,3/10/1995
119503014,3/14/1995
119503015,3/15/1995
119503017,3/16/1995
119503021,3/23/1995
119503024,3/27/1995
119503028,3/29/1995
9504201,4/3/1995
9504202,4/3/1995
9504203,4/3/1995
9504204,4/3/1995
9504205,4/3/1995
9504206,4/3/1995
9504207,4/3/1995
9504208,4/3/1995
9504209,4/3/1995
9504210,4/3/1995
9504211,4/3/1995
9504212,4/4/1995
9504213,4/4/1995
9504214,4/4/1995
9504215,4/4/1995
9504216,4/4/1995
9504217,4/4/1995
9504218,4/5/1995
9504219,4/4/1995
9504220,4/4/1995
9504221,4/4/1995
9504222,4/5/1995
9504223,4/5/1995
9504224,4/5/1995
9504225,4/5/1995
9504226,4/5/1995
9504227,4/5/1995
9504228,4/4/1995
9504229,4/5/1995
9504230,4/5/1995
9504231,4/5/1995
9504232,4/5/1995
9504233,4/5/1995
9504234,4/5/1995
9504235,4/5/1995
9504236,4/5/1995
9504237,4/6/1995
9504238,4/6/1995
9504239,4/6/1995
9504240,4/6/1995
9504241,4/6/1995
9504242,4/6/1995
9504243,4/6/1995
9504244,4/6/1995
9504245,4/6/1995
9504246,4/6/1995
9504247,4/6/1995
9504248,4/6/1995
9504249,4/6/1995
9504250,4/6/1995
9504251,4/7/1995
9504252,4/7/1995
9504253,4/7/1995
9504254,4/7/1995
9504255,4/7/1995
9504256,4/7/1995
9504257,4/7/1995
9504258,4/7/1995
9504259,4/8/1995
9504260,4/10/1995
9504261,4/7/1995
9504262,4/10/1995
9504263,4/10/1995
9504264,4/10/1995
9504265,4/10/1995
9504266,4/10/1995
9504267,4/10/1995
9504268,4/10/1995
9504269,4/10/1995
9504270,4/10/1995
9504271,4/10/1995
9504272,4/10/1995
9504273,4/10/1995
9504274,4/10/1995
9504275,4/10/1995
9504276,4/10/1995
9504277,4/11/1995
9504278,4/11/1995
9504279,4/11/1995
9504280,4/11/1995
9504281,4/11/1995
9504282,4/11/1995
9504283,4/11/1995
9504284,4/11/1995
9504285,4/11/1995
9504286,4/11/1995
9504287,4/11/1995
9504288,4/11/1995
9504289,4/11/1995
9504290,4/12/1995
9504291,4/12/1995
9504292,4/12/1995
9504293,4/12/1995
9504294,4/12/1995
9504295,4/12/1995
9504296,4/13/1995
9504297,4/13/1995
9504298,4/13/1995
9504299,4/14/1995
9504300,4/14/1995
9504301,4/14/1995
9504302,4/14/1995
9504303,4/14/1995
9504304,4/14/1995
9504305,4/14/1995
9504306,4/12/1995
9504307,4/14/1995
9504308,4/15/1995
9504309,4/15/1995
9504310,4/16/1995
9504311,4/17/1995
9504312,4/17/1995
9504313,4/17/1995
9504314,4/17/1995
9504315,4/17/1995
9504316,4/17/1995
9504317,4/17/1995
9504318,4/18/1995
9504319,4/18/1995
9504320,4/18/1995
9504321,4/18/1995
9504322,4/18/1995
9504323,4/18/1995
9504324,4/18/1995
9504325,4/18/1995
9504326,4/18/1995
9504327,4/18/1995
9504328,4/18/1995
9504329,4/18/1995
9504330,4/18/1995
9504331,4/19/1995
9504332,4/19/1995
9504333,4/19/1995
9504334,4/19/1995
9504335,4/19/1995
9504336,4/19/1995
9504337,4/19/1995
9504338,4/19/1995
9504339,4/19/1995
9504340,4/19/1995
9504341,4/19/1995
9504342,4/19/1995
9504343,4/19/1995
9504344,4/20/1995
9504345,4/20/1995
9504346,4/20/1995
9504347,4/20/1995
9504348,4/20/1995
9504349,4/20/1995
9504350,4/20/1995
9504351,4/20/1995
9504352,4/21/1995
9504353,4/20/1995
9504354,4/21/1995
9504355,4/21/1995
9504356,4/21/1995
9504357,4/21/1995
9504358,4/21/1995
9504359,4/21/1995
9504360,4/21/1995
9504361,4/21/1995
9504362,4/21/1995
9504363,4/22/1995
9504364,4/22/1995
9504365,4/23/1995
9504366,4/23/1995
9504367,4/22/1995
9504368,4/24/1995
9504369,4/24/1995
9504370,4/24/1995
9504371,4/24/1995
9504372,4/24/1995
9504373,4/24/1995
9504374,4/24/1995
9504375,4/24/1995
9504376,4/24/1995
9504377,4/24/1995
9504378,4/24/1995
9504379,4/24/1995
9504380,4/24/1995
9504381,4/24/1995
9504382,4/24/1995
9504383,4/24/1995
9504384,4/24/1995
9504385,4/24/1995
9504386,4/24/1995
9504387,4/24/1995
9504388,4/24/1995
9504389,4/24/1995
9504390,4/25/1995
9504391,4/25/1995
9504392,4/25/1995
9504393,4/25/1995
9504394,4/26/1995
9504395,4/26/1995
9504396,4/26/1995
9504397,4/26/1995
9504398,4/26/1995
9504399,4/26/1995
9504400,4/26/1995
9504401,4/26/1995
9504402,4/26/1995
9504403,4/26/1995
9504404,4/27/1995
9504405,4/27/1995
9504406,4/27/1995
9504407,4/27/1995
9504408,4/27/1995
9504409,4/27/1995
9504410,4/27/1995
9504411,4/27/1995
9504412,4/27/1995
9504413,4/27/1995
9504414,4/27/1995
9504415,4/27/1995
9504416,4/27/1995
9504417,4/26/1995
9504418,4/27/1995
9504419,4/27/1995
9504420,4/27/1995
9504421,4/27/1995
9504422,4/28/1995
9504423,4/28/1995
9504424,4/28/1995
9504425,4/28/1995
9504426,4/28/1995
9504427,4/28/1995
9504428,4/28/1995
9504429,4/28/1995
9504430,4/28/1995
9504431,4/29/1995
9504432,4/29/1995
9504433,4/30/1995
9504434,4/30/1995
119504003,4/3/1995
119504014,4/5/1995
119504052,4/17/1995
119504071,4/20/1995
119504081,4/24/1995
119504022,4/15/1995
119504041,4/25/1995
119504003,4/11/1995
119504006,4/19/1995
119504003,4/7/1995
119504007,4/11/1995
119504017,4/26/1995
119504020,4/5/1995
119504032,4/6/1995
119504068,4/12/1995
119504123,4/24/1995
119504132,4/25/1995
119504143,4/26/1995
119504164,5/1/1995
119504002,4/20/1995
119504006,4/7/1995
119504015,4/12/1995
119504018,4/19/1995
119504021,4/20/1995
119504026,4/25/1995
119504031,4/27/1995
119504032,4/27/1995
119504012,4/17/1995
119504014,4/17/1995
9505201,5/1/1995
9505202,5/1/1995
9505203,5/1/1995
9505204,5/1/1995
9505205,5/1/1995
9505206,5/2/1995
9505207,5/1/1995
9505208,5/2/1995
9505209,5/2/1995
9505210,5/2/1995
9505211,5/2/1995
9505212,5/2/1995
9505213,5/2/1995
9505214,5/2/1995
9505215,5/2/1995
9505216,5/2/1995
9505217,5/3/1995
9505218,5/3/1995
9505219,5/3/1995
9505220,5/3/1995
9505221,5/3/1995
9505222,5/3/1995
9505223,5/3/1995
9505224,5/3/1995
9505225,5/3/1995
9505226,5/3/1995
9505227,5/3/1995
9505228,5/3/1995
9505229,5/4/1995
9505230,5/4/1995
9505231,5/4/1995
9505232,5/4/1995
9505233,5/4/1995
9505234,5/4/1995
9505235,5/4/1995
9505236,5/5/1995
9505237,5/4/1995
9505238,5/5/1995
9505239,5/5/1995
9505240,5/5/1995
9505241,5/5/1995
9505242,5/5/1995
9505243,5/5/1995
9505244,5/5/1995
9505245,5/6/1995
9505246,5/7/1995
9505247,5/7/1995
9505248,5/8/1995
9505249,5/8/1995
9505250,5/8/1995
9505251,5/8/1995
9505252,5/8/1995
9505253,5/8/1995
9505254,5/8/1995
9505255,5/8/1995
9505256,5/8/1995
9505257,5/8/1995
9505258,5/8/1995
9505259,5/8/1995
9505260,5/9/1995
9505261,5/9/1995
9505262,5/9/1995
9505263,5/9/1995
9505264,5/9/1995
9505265,5/9/1995
9505266,5/9/1995
9505267,5/9/1995
9505268,5/9/1995
9505269,5/10/1995
9505270,5/10/1995
9505271,5/10/1995
9505272,5/10/1995
9505273,5/10/1995
9505274,5/10/1995
9505275,5/10/1995
9505276,5/10/1995
9505277,5/11/1995
9505278,5/11/1995
9505279,5/11/1995
9505280,5/11/1995
9505281,5/11/1995
9505282,5/11/1995
9505283,5/11/1995
9505284,5/11/1995
9505285,5/11/1995
9505286,5/11/1995
9505287,5/11/1995
9505288,5/11/1995
9505289,5/11/1995
9505290,5/12/1995
9505291,5/12/1995
9505292,5/12/1995
9505293,5/12/1995
9505294,5/12/1995
9505295,5/12/1995
9505296,5/12/1995
9505297,5/12/1995
9505298,5/12/1995
9505299,5/13/1995
9505300,5/13/1995
9505301,5/13/1995
9505302,5/13/1995
9505303,5/14/1995
9505304,5/15/1995
9505305,5/15/1995
9505306,5/15/1995
9505307,5/15/1995
9505308,5/15/1995
9505309,5/15/1995
9505310,5/15/1995
9505311,5/15/1995
9505312,5/15/1995
9505313,5/15/1995
9505314,5/16/1995
9505315,5/15/1995
9505316,5/16/1995
9505317,5/16/1995
9505318,5/16/1995
9505319,5/16/1995
9505320,5/16/1995
9505321,5/16/1995
9505322,5/17/1995
9505323,5/17/1995
9505324,5/17/1995
9505325,5/17/1995
9505326,5/17/1995
9505327,5/17/1995
9505328,5/17/1995
9505329,5/17/1995
9505330,5/17/1995
9505331,5/18/1995
9505332,5/18/1995
9505333,5/18/1995
9505334,5/18/1995
9505335,5/18/1995
9505336,5/18/1995
9505337,5/18/1995
9505338,5/18/1995
9505339,5/18/1995
9505340,5/18/1995
9505341,5/19/1995
9505342,5/19/1995
9505343,5/19/1995
9505344,5/19/1995
9505345,5/19/1995
9505346,5/19/1995
9505347,5/21/1995
9505348,5/19/1995
9505349,5/19/1995
9505350,5/19/1995
9505351,5/20/1995
9505352,5/20/1995
9505353,5/22/1995
9505354,5/22/1995
9505355,5/22/1995
9505356,5/22/1995
9505357,5/22/1995
9505358,5/22/1995
9505359,5/23/1995
9505360,5/23/1995
9505361,5/23/1995
9505362,5/23/1995
9505363,5/23/1995
9505364,5/22/1995
9505365,5/23/1995
9505366,5/23/1995
9505367,5/23/1995
9505368,5/23/1995
9505369,5/23/1995
9505370,5/24/1995
9505371,5/24/1995
9505372,5/24/1995
9505373,5/24/1995
9505374,5/24/1995
9505375,5/24/1995
9505376,5/24/1995
9505377,5/24/1995
9505378,5/24/1995
9505379,5/25/1995
9505380,5/25/1995
9505381,5/25/1995
9505382,5/25/1995
9505383,5/25/1995
9505384,5/26/1995
9505385,5/26/1995
9505386,5/26/1995
9505387,5/26/1995
9505388,5/26/1995
9505389,5/26/1995
9505390,5/25/1995
9505391,5/26/1995
9505392,5/26/1995
9505393,5/26/1995
9505394,5/26/1995
9505395,5/26/1995
9505396,5/28/1995
9505397,5/28/1995
9505398,5/25/1995
9505399,5/29/1995
9505400,5/29/1995
9505401,5/29/1995
9505402,5/29/1995
9505403,5/29/1995
9505404,5/29/1995
9505405,5/29/1995
9505406,5/29/1995
9505407,5/30/1995
9505408,5/30/1995
9505409,5/30/1995
9505410,5/30/1995
9505411,5/30/1995
9505412,5/30/1995
9505413,5/30/1995
9505414,5/30/1995
9505415,5/30/1995
9505416,5/30/1995
9505417,5/30/1995
9505418,5/30/1995
9505419,5/30/1995
9505420,5/31/1995
9505421,5/30/1995
9505422,5/30/1995
9505423,5/30/1995
9505424,5/30/1995
9505425,5/30/1995
9505426,5/30/1995
9505427,5/30/1995
9505428,5/31/1995
9505429,5/31/1995
9505430,5/31/1995
9505431,5/31/1995
9505432,5/31/1995
9505433,5/31/1995
9505434,5/31/1995
9505435,5/31/1995
9505436,5/31/1995
9505437,5/31/1995
9505438,6/1/1995
9505439,5/31/1995
9505440,5/31/1995
9505441,5/31/1995
9505442,5/31/1995
9505443,5/31/1995
9505444,5/31/1995
9505445,6/1/1995
119505009,5/3/1995
119505031,5/5/1995
119505034,5/7/1995
119505039,5/8/1995
119505041,5/9/1995
119505055,5/11/1995
119505058,5/12/1995
119505093,5/19/1995
119505104,5/23/1995
119505117,5/25/1995
119505134,5/29/1995
119505039,5/22/1995
119505051,5/30/1995
119505025,5/29/1995
119505018,5/3/1995
119505046,5/9/1995
119505048,5/9/1995
119505054,5/9/1995
119505077,5/14/1995
119505082,5/13/1995
119505084,5/15/1995
119505094,5/16/1995
119505098,5/16/1995
119505117,5/18/1995
119505126,5/20/1995
119505171,5/28/1995
119505001,5/3/1995
119505005,5/8/1995
119505009,5/8/1995
119505017,5/12/1995
119505026,5/17/1995
119505032,5/22/1995
119505033,5/23/1995
119505034,5/24/1995
119505010,5/18/1995
9506201,6/1/1995
9506202,6/1/1995
9506203,6/1/1995
9506204,6/1/1995
9506205,6/1/1995
9506206,6/1/1995
9506207,6/1/1995
9506208,6/1/1995
9506209,6/1/1995
9506210,6/1/1995
9506211,6/1/1995
9506212,6/1/1995
9506213,6/1/1995
9506214,6/1/1995
9506215,6/1/1995
9506216,6/1/1995
9506217,6/1/1995
9506218,6/1/1995
9506219,6/2/1995
9506220,6/2/1995
9506221,6/2/1995
9506222,6/2/1995
9506223,6/2/1995
9506224,6/2/1995
9506225,6/2/1995
9506226,6/2/1995
9506227,6/2/1995
9506228,6/2/1995
9506229,6/2/1995
9506230,6/2/1995
9506231,6/3/1995
9506232,6/3/1995
9506233,6/4/1995
9506234,6/4/1995
9506235,6/5/1995
9506236,6/5/1995
9506237,6/5/1995
9506238,6/5/1995
9506239,6/5/1995
9506240,6/5/1995
9506241,6/5/1995
9506242,6/6/1995
9506243,6/5/1995
9506244,6/5/1995
9506245,6/6/1995
9506246,6/6/1995
9506247,6/6/1995
9506248,6/6/1995
9506249,6/6/1995
9506250,6/6/1995
9506251,6/6/1995
9506252,6/6/1995
9506253,6/6/1995
9506254,6/7/1995
9506255,6/7/1995
9506256,6/7/1995
9506257,6/7/1995
9506258,6/7/1995
9506259,6/7/1995
9506260,6/7/1995
9506261,6/7/1995
9506262,6/7/1995
9506263,6/7/1995
9506264,6/6/1995
9506265,6/8/1995
9506266,6/8/1995
9506267,6/8/1995
9506268,6/8/1995
9506269,6/8/1995
9506270,6/8/1995
9506271,6/8/1995
9506272,6/8/1995
9506273,6/8/1995
9506274,6/8/1995
9506275,6/9/1995
9506276,6/9/1995
9506277,6/9/1995
9506278,6/9/1995
9506279,6/9/1995
9506280,6/9/1995
9506281,6/9/1995
9506282,6/9/1995
9506283,6/9/1995
9506284,6/9/1995
9506285,6/9/1995
9506286,6/9/1995
9506287,6/9/1995
9506288,6/10/1995
9506289,6/10/1995
9506290,6/11/1995
9506291,6/11/1995
9506292,6/11/1995
9506293,6/11/1995
9506294,6/12/1995
9506295,6/12/1995
9506296,6/12/1995
9506297,6/12/1995
9506298,6/12/1995
9506299,6/12/1995
9506300,6/12/1995
9506301,6/12/1995
9506302,6/12/1995
9506303,6/12/1995
9506304,6/12/1995
9506305,6/12/1995
9506306,6/13/1995
9506307,6/13/1995
9506308,6/13/1995
9506309,6/13/1995
9506310,6/13/1995
9506311,6/13/1995
9506312,6/13/1995
9506313,6/13/1995
9506314,6/13/1995
9506315,6/13/1995
9506316,6/13/1995
9506317,6/13/1995
9506318,6/13/1995
9506319,6/13/1995
9506320,6/13/1995
9506321,6/13/1995
9506322,6/13/1995
9506323,6/14/1995
9506324,6/14/1995
9506325,6/14/1995
9506326,6/14/1995
9506327,6/14/1995
9506328,6/14/1995
9506329,6/14/1995
9506330,6/14/1995
9506331,6/14/1995
9506332,6/15/1995
9506333,6/15/1995
9506334,6/15/1995
9506335,6/15/1995
9506336,6/15/1995
9506337,6/15/1995
9506338,6/15/1995
9506339,6/15/1995
9506340,6/16/1995
9506341,6/16/1995
9506342,6/16/1995
9506343,6/16/1995
9506344,6/16/1995
9506345,6/16/1995
9506346,6/16/1995
9506347,6/16/1995
9506348,6/16/1995
9506349,6/16/1995
9506350,6/16/1995
9506351,6/16/1995
9506352,6/16/1995
9506353,6/16/1995
9506354,6/17/1995
9506355,6/18/1995
9506356,6/18/1995
9506357,6/19/1995
9506358,6/19/1995
9506359,6/19/1995
9506360,6/19/1995
9506361,6/19/1995
9506362,6/19/1995
9506363,6/19/1995
9506364,6/19/1995
9506365,6/20/1995
9506366,6/20/1995
9506367,6/20/1995
9506368,6/20/1995
9506369,6/20/1995
9506370,6/20/1995
9506371,6/20/1995
9506372,6/20/1995
9506373,6/20/1995
9506374,6/20/1995
9506375,6/20/1995
9506376,6/20/1995
9506377,6/20/1995
9506378,6/20/1995
9506379,6/21/1995
9506380,6/21/1995
9506381,6/21/1995
9506382,6/21/1995
9506383,6/21/1995
9506384,6/21/1995
9506385,6/21/1995
9506386,6/21/1995
9506387,6/21/1995
9506388,6/22/1995
9506389,6/22/1995
9506390,6/22/1995
9506391,6/22/1995
9506392,6/22/1995
9506393,6/22/1995
9506394,6/22/1995
9506395,6/22/1995
9506396,6/22/1995
9506397,6/22/1995
9506398,6/22/1995
9506399,6/22/1995
9506400,6/23/1995
9506401,6/23/1995
9506402,6/25/1995
9506403,6/23/1995
9506404,6/23/1995
9506405,6/23/1995
9506406,6/23/1995
9506407,6/23/1995
9506408,6/23/1995
9506409,6/23/1995
9506410,6/23/1995
9506411,6/24/1995
9506412,6/23/1995
9506413,6/23/1995
9506414,6/23/1995
9506415,6/24/1995
9506416,6/24/1995
9506417,6/24/1995
9506418,6/25/1995
9506419,6/26/1995
9506420,6/26/1995
9506421,6/26/1995
9506422,6/26/1995
9506423,6/26/1995
9506424,6/26/1995
9506425,6/26/1995
9506426,6/26/1995
9506427,6/26/1995
9506428,6/26/1995
9506429,6/27/1995
9506430,6/27/1995
9506431,6/27/1995
9506432,6/27/1995
9506433,6/27/1995
9506434,6/27/1995
9506435,6/27/1995
9506436,6/27/1995
9506437,6/27/1995
9506438,6/27/1995
9506439,6/27/1995
9506440,6/27/1995
9506441,6/27/1995
9506442,6/27/1995
9506443,6/27/1995
9506444,6/27/1995
9506445,6/28/1995
9506446,6/28/1995
9506447,6/28/1995
9506448,6/28/1995
9506449,6/28/1995
9506450,6/28/1995
9506451,6/29/1995
9506452,6/29/1995
9506453,6/29/1995
9506454,6/29/1995
9506455,6/29/1995
9506456,6/29/1995
9506457,6/29/1995
9506458,6/29/1995
9506459,6/29/1995
9506460,6/29/1995
9506461,6/29/1995
9506462,6/30/1995
9506463,6/30/1995
9506464,6/30/1995
9506465,6/30/1995
9506466,6/30/1995
9506467,6/30/1995
